ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode,Boek
726,das Märchen,het sprookje,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
727,nach wie vor,nog steeds,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
728,schauen,"kijken, zien",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
729,der Schriftsteller,de schrijver,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
730,vollständig,volledig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
731,die Zeitung,de krant,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
732,zerstören,"vernielen, verwoesten",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
733,beschließen,besluiten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
734,die Entscheidung,de beslissing,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
735,der Fehler,"de fout, de vergissing",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
736,da,omdat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
737,der Grund,de reden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
738,irgendwie,op de een of andere manier,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
739,nah,dichtbij,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
740,niemals,nooit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
741,pünktlich,"precies, op tijd",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
742,die Rache,de wraak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
743,während,"terwijl, tijdens",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
744,das Ziel,"het doel, de finish",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
745,indrukwekkend,beeindruckend,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
746,aan te bevelen,empfehlenswert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
747,"ernstig, serieus",ernst,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
748,boeiend,fesselnd,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
749,kitscherig,kitschig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
750,saai,langweilig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
751,vrolijk,lustig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
752,de moeite waard,sehenswert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
753,eng,unheimlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
754,vermakelijk,unterhaltsam,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
755,prachtig,wunderschön,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
756,angeblich,naar men zegt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
757,die Auffassung,de opvatting,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
758,die Burg,de burcht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
759,das Gebäude,het gebouw,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
760,irgendwas,"iets, wat dan ook",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
761,der Künstler,de kunstenaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
762,die Lage,de ligging,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
763,nirgendwo,nergens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
764,der Ort,de plaats,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
765,die Vergangenheit,het verleden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
766,das Wahrzeichen,het symbool,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
767,zwar,weliswaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
768,als,toen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
769,arbeitslos,werkloos,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
770,aufregend,opwindend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
771,die Ausstellung,de tentoonstelling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
772,die Folge,de aflevering,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
773,irgendwann,"ooit, op een gegeven ogenblik",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
774,jemals,"ooit, weleens",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
775,leer,leeg,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
776,monatlich,maandelijks,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
777,stolz sein auf,trots zijn op,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
778,veröffentlichen,publiceren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
779,die Zeichnung,de tekening,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
780,ambitieus,ehrgeizig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
781,lui,faul,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
782,vlijtig,fleißig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
783,vriendelijk,freundlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
784,vrolijk,fröhlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
785,gehumeurd,gelaunt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
786,hulpvaardig,hilfsbereit,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
787,"grillig, nukkig",launisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
788,nieuwsgierig,neugierig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
789,rustig,ruhig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
790,slordig,schlampig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
791,verlegen,schüchtern,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
792,der Aufzug,de lift,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
793,der Ausblick,het uitzicht,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
794,außerhalb,buiten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
795,brauchen,nodig hebben,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
796,die Empfehlung,de aanbeveling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
797,die Enttäuschung,de teleurstelling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
798,der Fortschritt,de vooruitgang,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
799,die Herausforderung,de uitdaging,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
800,überzeugen,overtuigen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
801,zur Verfügung stehen,ter beschikking staan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
802,verpassen,missen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
803,weltweit,wereldwijd,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
804,beeindruckend,indrukwekkend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
805,billig,goedkoop,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
806,einladen,"uitnodigen, trakteren",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
807,erfolgreich,succesvol,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
808,forschen,onderzoeken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
809,führen,leiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
810,das Gerät,het apparaat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
811,gründen,"oprichten, vestigen",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
812,schaffen,"voor elkaar krijgen, realiseren",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
813,der Schritt,de stap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
814,sich etwas überlegen,over iets nadenken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
815,verschwinden,verdwijnen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
816,de advocaat,der Anwalt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
817,de apotheker,der Apotheker,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
818,de architekt,der Architekt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
819,de onderzoeker,die Forscherin,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
820,de leraar,die Lehrerin,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
821,de werktuigbouwkundig ingenieur.,der Maschinenbauingenieur,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
822,de politieagent,die Polizistin,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
823,de psycholoog,der Psychologe,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
824,de rechter,die Richterin,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
825,de acteur,der Schauspieler,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
826,de schrijver,der Schriftsteller,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
827,de vertaler,der Übersetzer,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
828,ansonsten,verder,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
829,anstrengend,inspannend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
830,die Ausrede,het smoesje,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
831,die Baustelle,het bouwterrein,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
832,sich beschweren über,klagen over,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
833,die Eisenbahn,"de trein, het spoor",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
834,die Feuerwehr,de brandweer,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
835,die Leistung,de prestatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
836,offenbar,blijkbaar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
837,übermorgen,overmorgen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
838,überraschen,verrassen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
839,zurzeit,"nu, op dit moment",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
840,ausschalten,uitschakelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
841,der Betrieb,het bedrijf,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
842,deswegen,daarom,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
843,einschalten,inschakelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
844,entscheiden,beslissen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
845,eröffnen,openen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
846,die Führung,de rondleiding,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
847,das Geschäft,"de winkel, de zaak",Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
848,gespannt sein auf,benieuwd zijn naar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
849,die Nachrichten,het nieuws,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
850,speichern,opslaan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
851,zum Schluss,tot slot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
852,communicatief,kommunikativ,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
853,creatief,kreativ,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
854,klantgericht,kundenorientiert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
855,gemotiveerd,motiviert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
856,muzikaal,musikalisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
857,aardig,nett,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
858,netjes,ordentlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
859,punctueel,pünktlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
860,sportief,sportlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
861,technisch aangelegd zijn,technisch begabt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
862,van dieren houden,tierliebend,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
863,betrouwbaar,zuverlässig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 3 - Deel B - 4e editie
864,anstreben,nastreven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
865,der Beteiligte,de deelnemer,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
866,durchschnittlich,gemiddeld,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
867,erhalten,verkrijgen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
868,führen,leiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
869,der Gegensatz,de tegenstelling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
870,gestalten,vormgeven,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
871,gestehen,bekennen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
872,immerhin,desondanks,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
873,manchmal,soms,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
874,der Passant,de voorbijganger,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
875,prägen,vormen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
876,der Rahmen,het kader,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
877,täglich,dagelijks,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
878,vielleicht,misschien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
879,anregen,aansporen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
880,außerdem,bovendien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
881,beispielsweise,bijvoorbeeld,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
882,sich bewerben um,solliciteren naar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
883,erleben,meemaken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
884,fündig werden,iets vinden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
885,je nachdem,naar gelang,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
886,kapieren,snappen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
887,schaffen,lukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
888,schwänzen,spijbelen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
889,sich streiten,ruzie maken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
890,sich überlegen,nadenken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
891,verdauen,verteren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
892,verpassen,missen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
893,vielfältig,veelzijdig,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
894,de held,der Held,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
895,de relatie,die Beziehung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
896,de vriendengroep,die Clique,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
897,de vriendschap,die Freundschaft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
898,dik,dick,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
899,gespierd,muskulös,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
900,het lichaam,der Körper,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
901,slank,schlank,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
902,enthousiast,begeistert,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
903,gepassioneerd,leidenschaftlich,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
904,teleurgesteld,enttäuscht,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
905,uitbundig,stürmisch,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
906,verdrietig,traurig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
907,verontwaardigd,empört,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
908,woedend,wütend,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
909,sich mit beschäftigen,zich bezighouden met,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
910,die Beziehung,de relatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
911,brauchen,nodig hebben,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
912,das Ereignis,de gebeurtenis,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
913,gründen,oprichten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
914,heiraten,trouwen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
915,die Leidenschaft,de passie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
916,schützen,beschermen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
917,stattdessen,in plaats daarvan,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
918,verbringen,doorbrengen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
919,während,terwijl,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
920,sich wandeln,veranderen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
921,wichtig,belangrijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
922,zeigen,laten zien,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
923,die Zukunft,de toekomst,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
924,das Aussehen,het uiterlijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
925,bezeichnen,aanduiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
926,einfach,gewoon,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
927,der Fehler,de fout,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
928,häufig,vaak,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
929,die Hoffnung,de hoop,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
930,irgendetwas,iets,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
931,die Leistung,de prestatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
932,der Schritt,de stap,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
933,schwierig,moeilijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
934,ständig,voortdurend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
935,stimmen,kloppen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
936,verschwinden,verdwijnen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
937,versuchen,proberen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
938,die Wahl,de keuze,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
939,bellen,anrufen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
940,het mobieltje,das Handy,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
941,praten,sich unterhalten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
942,soms,manchmal,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
943,beroemd,berühmt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
944,de film,der Film - die Filme,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
945,in,im Trend,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
946,het karakter,der Charakter,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
947,ontmoeten,treffen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
948,populair,beliebt,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
949,de prestatie,die Leistung,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
950,de toekomst,die Zukunft,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
951,trouwen,heiraten,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
952,uniek,einzigartig,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
953,waarderen,schätzen,Nederlands,Duits,Na Klar!,VWO - Leerjaar 4 - 5e editie
954,der Absatz,de alinea,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
955,betonen,benadrukken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
956,"in Bezug, auf",met betrekking tot,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
957,einzeln,afzonderlijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
958,die Ergänzung,de aanvulling,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
959,das Ergebnis,"het resultaat, de uitkomst",Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
960,es gibt,er is,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
961,hervorgehen aus,blijken uit,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
962,jeweils,telkens,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
963,die Lücke,het open gat,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
964,der Satz,de zin,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
965,die Schlussfolgerung,de conclusie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
966,sondern,maar,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
967,unterschiedlich,verschillend,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
968,üblich,gebruikelijk,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
969,die Anlage,de installatie,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
970,der Gegenstand,het voorwerp,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
971,die Genehmigung,de goedkeuring,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
972,herstellen,produceren,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
973,das Klo,de wc,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
974,die Küche,de keuken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
975,der Kunde,de klant,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
976,die Menge,de grote hoeveelheid,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
977,der Müll,het afval,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
978,der Rohstoff,de grondstof,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
979,der Teppich,het tapijt,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
980,trennen,scheiden,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
981,die Tüte,het zakje,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
982,verwenden,gebruiken,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
983,wiederverwerten,recyclen,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
984,ausstatten,inrichten,Duits,Nederlands,Na Klar!,VWO - Leerjaar 4 - 5e editie
